target_window_start,target_window_end,mean_target_absorbed_dose_rate,std_target_absorbed_dose_rate,target_window_num_rad_dose_obs_avail,class_label,input_sdoml_data_filepaths,num_input_sdoml_data_filepaths,input_window_start,input_window_end,input_window_num_rad_dose_obs_avail,radlab_data_filepath,sample_id,instrument_id
2014-05-01 06:00:00+00:00,2014-05-01 12:00:00+00:00,6.388958333333334,0.41500827956377134,6,0,[],0,2014-04-30 17:30:00+00:00,2014-05-01 05:30:00+00:00,6,/home/daisysong/2024-HL-Virtual-Dosimeter/data/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2014-05-01 06:00:00+00:00_2014-05-01 12:00:00+00:00,CRaTER-D1D2
2014-05-01 12:00:00+00:00,2014-05-01 18:00:00+00:00,6.2813888888888885,0.34723158320714886,6,0,[],0,2014-04-30 23:30:00+00:00,2014-05-01 11:30:00+00:00,12,/home/daisysong/2024-HL-Virtual-Dosimeter/data/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2014-05-01 12:00:00+00:00_2014-05-01 18:00:00+00:00,CRaTER-D1D2
2014-05-01 18:00:00+00:00,2014-05-02 00:00:00+00:00,6.554791666666667,0.4879857948704759,6,0,[],0,2014-05-01 05:30:00+00:00,2014-05-01 17:30:00+00:00,12,/home/daisysong/2024-HL-Virtual-Dosimeter/data/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2014-05-01 18:00:00+00:00_2014-05-02 00:00:00+00:00,CRaTER-D1D2
2014-05-02 00:00:00+00:00,2014-05-02 06:00:00+00:00,6.273333333333333,0.22113828525088935,6,0,[],0,2014-05-01 11:30:00+00:00,2014-05-01 23:30:00+00:00,12,/home/daisysong/2024-HL-Virtual-Dosimeter/data/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2014-05-02 00:00:00+00:00_2014-05-02 06:00:00+00:00,CRaTER-D1D2
2014-05-02 06:00:00+00:00,2014-05-02 12:00:00+00:00,6.498194444444445,0.3073006982351368,6,0,[],0,2014-05-01 17:30:00+00:00,2014-05-02 05:30:00+00:00,12,/home/daisysong/2024-HL-Virtual-Dosimeter/data/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2014-05-02 06:00:00+00:00_2014-05-02 12:00:00+00:00,CRaTER-D1D2
2014-05-02 12:00:00+00:00,2014-05-02 18:00:00+00:00,6.417152777777777,0.31409633171072837,6,0,[],0,2014-05-01 23:30:00+00:00,2014-05-02 11:30:00+00:00,12,/home/daisysong/2024-HL-Virtual-Dosimeter/data/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2014-05-02 12:00:00+00:00_2014-05-02 18:00:00+00:00,CRaTER-D1D2
2014-05-02 18:00:00+00:00,2014-05-03 00:00:00+00:00,6.258263888888888,0.3552608438432385,6,0,[],0,2014-05-02 05:30:00+00:00,2014-05-02 17:30:00+00:00,12,/home/daisysong/2024-HL-Virtual-Dosimeter/data/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2014-05-02 18:00:00+00:00_2014-05-03 00:00:00+00:00,CRaTER-D1D2
2014-05-03 00:00:00+00:00,2014-05-03 06:00:00+00:00,6.290555555555557,0.3530644340609311,6,0,[],0,2014-05-02 11:30:00+00:00,2014-05-02 23:30:00+00:00,12,/home/daisysong/2024-HL-Virtual-Dosimeter/data/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2014-05-03 00:00:00+00:00_2014-05-03 06:00:00+00:00,CRaTER-D1D2
2014-05-03 06:00:00+00:00,2014-05-03 12:00:00+00:00,6.37576388888889,0.2537906390403441,6,0,[],0,2014-05-02 17:30:00+00:00,2014-05-03 05:30:00+00:00,12,/home/daisysong/2024-HL-Virtual-Dosimeter/data/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2014-05-03 06:00:00+00:00_2014-05-03 12:00:00+00:00,CRaTER-D1D2
2014-05-03 12:00:00+00:00,2014-05-03 18:00:00+00:00,6.299583333333334,0.12648607374668497,6,0,[],0,2014-05-02 23:30:00+00:00,2014-05-03 11:30:00+00:00,12,/home/daisysong/2024-HL-Virtual-Dosimeter/data/radlab-private/data_tables/readings_table/per_instrument_padded/CRaTER-D1D2_readings_padded.csv,CRaTER-D1D2_2014-05-03 12:00:00+00:00_2014-05-03 18:00:00+00:00,CRaTER-D1D2
